cliente_id,nome,email,celular,sexo,data_nascimento,documento,cidade,estado,cep,endereco,data_cadastro,atualizado_em
80fffa2c-b68b-4df3-bf0f-2f306d8d379a,Aurora Mendes,aleao@example.net,42 0369-0132,Feminino,1986-08-22,654.207.918-11,Casa Grande,MA,12727-342,"Chácara de Lima, 41",2024-12-22,2026-07-06
a7923242-f219-4f3d-90e8-5c4e8d55c214,Dr. Yan Rios,leo43@example.com,71 0333-7192,Feminino,2006-08-05,926.785.304-00,Andrade Verde,RR,59214004,Fazenda Maria Julia Farias,2026-01-13,2026-06-27
046ae125-59a6-43b7-950d-deacffe179ed,Dr. Cauã Monteiro,guerradaniel@example.org,73 9358-0249,Feminino,1981-11-21,017.869.453-39,Teixeira do Sul,PB,89396044,"Área de Cavalcante, 998",2023-02-07,2023-08-20
41a7a87e-90d5-4e11-b99d-f3802a1ddfa3,Luísa Mendonça,cavalcantimaria-fernanda@example.org,94 6074-4457,Feminino,1999-08-18,671.390.852-77,da Luz,AL,51214-487,"Trevo Heitor Pires, 219",2023-05-17,2026-01-14
9d536358-4097-475b-ba77-b4c8c9252505,Larissa Farias,carlos-eduardoda-mota@example.com,+55 24 8139-8273,Feminino,1985-12-31,781.529.360-30,Brito de Fonseca,PI,78640495,"Pátio de Albuquerque, 35",2025-07-05,2026-07-06
a52b3058-71c0-494b-85e4-f02984a2f1bc,Cauê Novais,benjamincassiano@example.org,+55 41 3343-8749,Feminino,1970-12-17,183.679.425-82,Porto de das Neves,RS,30818-070,"Área de Leão, 54",2023-05-05,2025-02-20
949dcd91-5dec-4113-a6e2-320a8788d8ae,Levi Monteiro,pedro-lucas04@example.net,69 3933-8863,Feminino,1974-07-27,163.809.457-84,Sampaio,SP,92285-393,"Área Amanda Cunha, 558",2023-12-04,2026-01-31
728d2bac-746c-4674-b75c-daa9214aa425,Augusto Viana,carvalhoayla@example.org,34 0922-7671,Masculino,1973-04-24,469.752.038-65,das Neves do Galho,PI,72827-360,"Trecho de da Mota, 70",2026-02-03,2026-07-19
08d66c79-97a8-46ff-ab78-84fa11385563,Nina Melo,smartins@example.org,74 2353-2524,Masculino,1976-01-31,791.042.386-13,das Neves da Mata,AP,91577550,"Lagoa Rodrigues, 21",2026-02-12,2026-06-09
dd303fe9-0b4d-4453-b353-0de7f5e44d25,Murilo Peixoto,jose-miguel24@example.org,51 3237-9343,Masculino,2005-05-09,750.691.483-20,Duarte,SC,60100149,"Via Mendes, 59",2022-09-18,2024-06-26
01faf20c-9c9a-4903-a617-4fd3531b6991,Maria Vitória Aparecida,smoreira@example.net,+55 48 0980-2847,Masculino,1985-06-16,695.321.748-00,da Conceição Verde,SC,70262-042,"Viaduto da Luz, 3",2025-12-07,2026-07-05
0e686be1-666d-4a24-aeb7-c7b36ee28019,Lucas Novaes,valves@example.org,+55 68 9454-7721,Feminino,1970-03-19,764.298.315-82,da Rocha do Campo,RS,64563-562,"Favela de Castro, 16",2024-12-03,2026-01-20
64682676-3fc8-4a02-803d-f76043751a8f,Davi Miguel Freitas,jaragao@example.com,84 6985-1916,Masculino,1986-06-25,642.173.098-13,Marques,DF,73377-446,"Trecho de Novaes, 80",2024-11-23,2025-02-26
d02cd838-393f-4ad7-9161-e8d435026c9b,Melissa Correia,sahellena@example.com,11 7495-9502,Masculino,1977-09-11,460.857.139-75,Cavalcante do Galho,SP,03357-119,Avenida de Cirino,2026-04-12,2026-04-23
e3e47166-5d5d-4553-8d15-8acd3529d874,Josué Martins,da-matasara@example.net,87 3730-5335,Feminino,1991-06-29,735.286.910-77,Lopes do Sul,RS,52646579,"Recanto de Pastor, 564",2023-06-30,2026-05-09
2f6e430a-e447-402e-a7ff-33ffd2110667,Davi Luiz Peixoto,cmarques@example.org,+55 51 9169-7864,Feminino,2007-08-09,034.276.895-65,Pacheco de Santos,CE,96853-854,"Trevo João Miguel Pereira, 68",2025-10-17,2026-03-29
79580480-ef90-4347-bc0e-3906e62ed8de,Sofia Macedo,lucas-gabrielvieira@example.org,61 0032-7989,Feminino,1996-04-18,463.107.259-80,Jesus,MT,62677611,"Distrito Thomas Fonseca, 476",2025-09-29,2026-05-27
c0d6c6ff-b998-44b4-bd31-7a474c5560ca,Bryan Abreu,melissacastro@example.net,71 5617-2739,Masculino,1969-01-10,640.512.973-06,Marques dos Dourados,DF,80102-137,"Fazenda de Rodrigues, 18",2024-10-22,2025-11-06
ccdae916-2d60-4768-ac48-97ed23d1f0ba,Josué Nascimento,felipevasconcelos@example.com,49 5488-4416,Feminino,1975-07-22,618.904.237-69,Peixoto do Sul,SP,30715-278,"Condomínio Nina Monteiro, 34",2023-04-24,2025-03-01
c5a7dc49-8162-4361-90ab-906d4984757e,Luiz Felipe da Mata,mateus80@example.net,84 8798-4729,Masculino,1993-04-12,890.157.364-48,Sousa da Prata,MS,31481-579,"Sítio Cirino, 722",2025-01-15,2026-07-10
6e9eea82-9d1a-4533-ab75-36c8e5ac0e8d,Ana Liz da Luz,lucca27@example.net,19 6454-2230,Feminino,1971-04-05,746.832.915-09,Rios da Mata,SC,72907-692,"Largo Mariana Marques, 90",2025-03-14,2025-03-28
21b775f5-bd60-438f-ab35-55c3b1f9ba63,Carlos Eduardo Caldeira,icavalcanti@example.com,42 2187-0747,Masculino,1970-04-02,185.429.673-64,Pacheco do Sul,PE,26056-412,"Praia Sampaio, 13",2024-03-04,2024-06-01
6c78ccbd-8157-4977-b415-e6622284cc7f,Caleb da Conceição,yasminda-costa@example.net,87 4047-7200,Feminino,1967-07-03,298.305.461-60,Melo da Prata,PE,33450580,"Ladeira de Vasconcelos, 625",2024-03-16,2025-10-22
1f084ac1-2c71-4bf5-a2f9-b87d71c080cd,Liam Guerra,dcostela@example.net,+55 91 0118-5651,Feminino,2004-09-07,569.402.183-51,Araújo do Campo,PE,76551-643,"Colônia Macedo, 75",2024-01-09,2024-09-11
e233adab-a01f-4984-b116-cc88d75f6110,Srta. Brenda Fonseca,ana-laura49@example.com,+55 77 4043-1697,Masculino,1985-11-02,491.283.607-96,Macedo,MG,48445923,"Rua de Rezende, 96",2025-03-22,2025-09-10
80d5bdea-d92d-4466-a637-d83b9e72ce6e,Samuel Ferreira,ada-rosa@example.org,+55 28 3427-9834,Masculino,1998-12-02,587.364.219-28,das Neves da Serra,AP,10599400,Parque Caio Siqueira,2024-08-25,2026-06-24
5ab976b8-dd62-48d0-9957-589e9f838a5a,Dante Nunes,camaraasafe@example.net,93 0743-1842,Masculino,1974-12-13,315.687.294-64,Fonseca,PB,25515408,"Ladeira Maria Cecília Câmara, 817",2023-04-30,2025-07-20
bd53f7b1-7c15-4b86-8235-df95b3fad006,João Miguel Fogaça,bpereira@example.net,+55 83 4783-1891,Masculino,1991-09-18,791.234.658-91,da Cunha,PB,73444756,"Praia de Freitas, 30",2024-09-21,2025-10-16
f91ed125-a7cc-4dfd-935b-26dd3f057ed5,Ana Lívia Teixeira,silvamaria-vitoria@example.net,53 1944-7367,Masculino,1976-10-27,519.480.726-02,Pires de Goiás,RN,91839-519,"Chácara de Cassiano, 20",2026-01-31,2026-07-09
962bdef3-cc5d-4729-a2b0-36d84a0c14e7,Gael Siqueira,daniel72@example.org,73 1009-2594,Masculino,1982-05-05,043.896.721-69,Teixeira,AM,80107-016,Feira Bruna da Luz,2023-05-03,2023-08-29
b4ab577f-4827-4b08-8516-c62ead705b43,Pietro Siqueira,amanda67@example.org,69 5514-9215,Feminino,1984-02-26,284.916.305-89,Silveira,GO,24150202,"Vale Theo Cunha, 94",2024-11-11,2025-01-28
9d62b556-b59a-436f-988e-9d79947e7aab,Dra. Lara Ramos,melinanovaes@example.org,+55 88 6724-7841,Masculino,1998-10-11,213.769.850-12,Ribeiro Grande,MT,97007-188,"Campo de Almeida, 48",2026-04-08,2026-06-19
a47a1a47-a2fb-4ee9-b5a7-6ddcf3aa65d6,Raquel Vieira,kazevedo@example.org,+55 47 7389-6979,Feminino,1977-03-16,413.206.975-34,Macedo das Pedras,MT,88078-704,Distrito Teixeira,2022-11-03,2023-09-08
8e00d22c-201a-4338-abc8-e2adc0ca4ae1,Rodrigo Gonçalves,kmendes@example.org,+55 32 2941-6906,Masculino,1993-01-27,346.021.958-06,Campos,DF,17714057,"Vale Ramos, 100",2026-06-10,2026-06-17
c9db2910-924b-4dbe-8398-89b09df7240d,Marcela Sales,kcardoso@example.net,+55 77 4195-0967,Masculino,1978-12-23,529.164.738-82,Melo,SC,28160285,"Parque de Viana, 37",2025-12-23,2026-01-21
de105541-5525-4139-b08e-f855b3bd04bf,Benicio Nogueira,sophielopes@example.org,62 6147-1552,Masculino,2004-03-13,842.561.730-80,da Luz,PI,46990518,Esplanada de Abreu,2025-10-14,2025-11-12
13abed1b-2416-4e03-9032-2b3d9d84ab61,Ana Julia Sá,jose-miguel00@example.net,+55 31 1039-3298,Feminino,1977-06-10,615.738.409-39,da Conceição,RJ,72737081,"Passarela Silveira, 44",2024-07-14,2024-11-21
9609f520-680e-4eb2-8d6b-127b4fc8f5af,Heloísa Pires,hadassadas-neves@example.net,87 7853-4371,Masculino,1979-01-02,864.351.972-37,Ferreira,RN,75452-946,"Viaduto Isadora Silva, 1",2023-06-23,2026-05-24
7d1ec55d-61dd-43f0-b902-160f58de53c2,Sr. Benjamim Pires,saluiz-felipe@example.com,77 9518-8715,Masculino,1992-09-05,934.186.527-19,Rezende da Prata,AC,58929726,"Setor de Pinto, 591",2023-07-15,2024-02-19
e162afea-b486-4ce5-88fd-5cbd96e16e6d,Davi Lucas Fonseca,limajoana@example.org,+55 51 2993-0323,Masculino,1982-11-20,071.286.435-08,Silva,PA,29142882,"Feira Farias, 2",2022-09-30,2026-01-18
4be952f2-d34a-49f5-b8fb-1093050c2074,Sr. Valentim Oliveira,da-paznatalia@example.org,16 5038-1918,Feminino,1981-05-12,745.320.198-50,Moura de Pastor,MT,31101-278,"Vereda de Viana, 910",2025-06-23,2025-08-26
433567a0-3051-40d2-80c7-f605f161e55d,Dom da Conceição,isabella11@example.org,62 4344-4117,Masculino,1969-01-04,604.812.539-98,Sampaio de Pimenta,TO,93480348,"Esplanada Pinto, 29",2023-11-09,2024-11-16
e7a0a391-2d6c-4efc-8889-d205befe4937,Isabella Duarte,laviniamendes@example.org,79 6682-6689,Masculino,1975-06-04,806.359.742-74,Ramos de Minas,AC,65587-944,"Favela de Sales, 46",2025-02-21,2025-04-21
b19be997-5ded-4f55-a72e-f1275a374d41,Maria Sampaio,casa-grandejose-pedro@example.net,85 0303-2092,Feminino,1994-12-04,940.138.752-41,Leão Verde,MA,97013-538,"Chácara Lopes, 4",2026-06-14,2026-06-30
d514c2d6-f819-48e3-b98d-7115f3265382,Ravi Lucca Macedo,yfonseca@example.net,0500 316 0186,Feminino,1970-06-22,319.628.470-04,Martins,PR,59473185,"Estação Davi Lucca Dias, 93",2022-10-07,2026-06-15
80bfb508-c5b1-45c4-9775-0883ffca07e1,Leonardo da Conceição,britodaniel@example.net,65 4416-7595,Masculino,1983-07-26,409.283.571-04,Campos,PE,97824-385,"Esplanada de Marques, 4",2023-11-30,2025-02-26
d8127c5d-1a37-4306-b58e-d93eb15fcaa9,Emanuella Ribeiro,dda-cruz@example.com,98 8358-3586,Masculino,1966-02-10,125.743.809-32,Marques Verde,DF,97196-316,"Ladeira Cunha, 4",2024-08-18,2024-08-21
9d46c3b0-b8a7-44bc-94bb-0edb305caf3d,Rodrigo Vargas,gribeiro@example.com,31 5333-1218,Masculino,2003-09-29,615.893.027-02,Garcia,SC,36069-271,Favela Brito,2025-11-08,2026-05-05
bd46992f-d5c2-47a3-9d56-338c37577ca1,Gabriel Nascimento,maria-cecilia60@example.com,+55 28 5394-6456,Masculino,1993-08-20,468.270.591-11,da Costa,AL,83518656,Condomínio Gomes,2026-04-19,2026-07-15
d6dca17a-bbaf-447d-b6b9-287768137429,Sofia Barros,pietroda-rocha@example.com,+55 74 7000-8966,Masculino,1968-09-30,427.910.583-97,Lima de Macedo,ES,12712223,"Viaduto Maya Machado, 452",2025-02-10,2025-11-12
209dfe29-1b70-465b-879c-0df5b718c5f9,Davi Lucca Cavalcanti,luiz-otaviocorreia@example.com,+55 75 7672-6469,Masculino,1998-01-27,139.027.845-04,Macedo dos Dourados,RO,15446-749,Vila de Porto,2024-06-08,2025-12-20
9e208962-5bf3-4bb8-bef9-b5c8d1b16a98,Juan Vieira,araujoenrico@example.com,+55 61 1039-6269,Masculino,1997-10-06,021.439.685-15,Almeida,ES,24671-468,"Ladeira Rodrigues, 44",2024-10-29,2025-12-25
d73fca31-ffa3-444d-92d4-6592ed7972fc,Mariana Farias,eleao@example.com,+55 43 2359-7862,Feminino,1970-11-17,704.285.369-56,Novais do Norte,PR,36801-531,"Trevo Gustavo Henrique Ramos, 256",2024-09-07,2025-12-06
bf0900f1-f229-4d2d-935c-82b715be239a,Pedro Lucas Casa Grande,rezendemaria-flor@example.com,64 6451-3376,Masculino,1979-10-21,243.185.069-24,Cavalcante,RR,47406986,Praça de da Paz,2025-07-02,2026-02-08
583d919c-cf90-42bc-8a36-5a9df8c723ec,Gabrielly Almeida,caleb55@example.net,+55 67 0970-7232,Feminino,1985-01-09,756.980.213-68,da Rocha da Prata,AP,28251-868,"Vereda de Camargo, 9",2026-02-20,2026-06-28
90efa865-e724-4698-90fa-fc2ae2ea5ff3,Srta. Isabela Machado,joao-gabrielcaldeira@example.net,+55 63 9652-5721,Feminino,1970-06-20,645.287.910-30,Costela das Flores,RN,00124-279,"Trevo Maria Alice Sampaio, 55",2024-06-08,2025-09-04
2deae240-5d19-4dfa-8de7-799e68a4cfda,Sr. Luiz Felipe Leão,asouza@example.net,62 9947-9527,Feminino,2000-11-18,152.984.076-76,Andrade Verde,MS,73433016,Passarela Gonçalves,2026-06-21,2026-06-21
cb978144-d0ad-413e-9362-cb59693abf1d,Jade da Mata,borgesmaya@example.com,+55 92 6380-6575,Masculino,1967-12-19,825.074.913-88,da Mata de Moreira,CE,20771-762,"Estação Moreira, 2",2023-04-25,2023-11-15
fd77eade-d608-4777-8748-9af908722fe4,Ravy Rezende,anacavalcante@example.net,+55 49 6796-2003,Feminino,1967-12-10,054.318.627-07,Garcia,SE,31174-907,Chácara de Mendes,2024-02-26,2025-08-21
dc71526c-5064-4b81-bff5-728f221c5a65,Matheus da Mata,marianeribeiro@example.org,0500 546 5602,Masculino,1977-10-23,976.285.140-49,Andrade,RR,40729012,"Distrito Novaes, 30",2023-07-06,2024-12-21
2dfc1da0-0c36-4552-ab91-47e23a9abdf1,Sra. Valentina Viana,dda-mata@example.com,61 6563-5792,Feminino,1987-01-20,528.460.137-80,Fernandes,SE,81583432,"Loteamento Luiz Gustavo Jesus, 458",2023-08-28,2024-08-05
308b5609-03bc-49f4-b33a-5abf6ed8c6f4,Maria Clara Cassiano,oribeiro@example.net,+55 17 8933-1406,Feminino,2005-12-20,475.683.021-80,Correia dos Dourados,RR,04330-144,"Praia Castro, 15",2026-04-09,2026-06-23
0e07e895-992e-4e8a-8791-7b28e16d1ff0,Sarah Duarte,luiz-gustavocampos@example.com,+55 62 5651-5200,Masculino,1996-01-26,134.675.082-35,Viana Grande,MG,30248670,"Passarela Gael Ferreira, 96",2025-07-11,2025-09-10
f42def77-bf78-4d9e-be97-4d35255885ed,Maria Sophia Almeida,yribeiro@example.net,69 0908-0921,Feminino,1997-08-13,274.983.056-74,Câmara de Barbosa,PA,16686610,"Conjunto de Câmara, 73",2025-11-26,2026-05-02
315b4fa2-6ee4-4a17-ae8a-1cf1ccc53f51,Elisa Vieira,yalves@example.net,67 7802-1446,Masculino,1991-04-25,516.983.074-20,Cunha,PA,61592754,"Setor de Nunes, 76",2026-02-04,2026-03-13
0291f43d-0d10-4254-b3ce-6a4c4811f214,Raul Correia,brunogomes@example.org,+55 83 2004-8300,Feminino,1968-05-08,235.678.014-90,Gomes do Galho,RR,45954-923,"Parque Catarina Ribeiro, 30",2025-08-24,2026-01-06
dacbec44-71ed-498e-a071-0dda441e9c86,Helena Pastor,joanamachado@example.org,+55 84 3555-4571,Masculino,1991-01-09,429.580.617-01,da Cruz,PB,19562578,"Núcleo Correia, 71",2023-01-02,2024-06-25
a98b0e6a-50fb-4146-861f-54cc7514297e,Luiz Fernando Freitas,blopes@example.net,+55 93 3724-3008,Masculino,2003-05-18,957.346.102-16,Araújo de Pimenta,AC,58035266,"Lagoa Stephany Barbosa, 60",2023-06-16,2026-06-25
06135b51-14ac-4b5a-ac84-aaf2d302d6d8,Vicente Sales,borgesdanilo@example.net,49 1193-7144,Masculino,1988-03-11,209.136.475-43,da Mata,CE,50237682,"Residencial Dias, 435",2026-04-07,2026-07-09
04dfa391-168e-498f-809e-8b026fda5c45,Davi Lucca da Rosa,enovaes@example.org,49 1289-2000,Feminino,1988-11-23,813.725.064-62,Lima das Flores,PB,69712-198,"Passarela de Costela, 81",2023-09-22,2024-01-16
968e6aa7-9062-4ed8-8845-6a93dfb928cb,Maya Gomes,marcelo34@example.net,+55 66 8745-4639,Feminino,1984-12-07,376.294.801-13,Melo de da Paz,MT,46201969,"Conjunto da Rocha, 442",2023-08-11,2024-07-20
e168a805-79bd-4c9c-9db1-3d50ff7927d4,Rafael Pinto,hpinto@example.com,31 7993-5981,Masculino,1979-07-12,038.167.492-40,Borges da Praia,MA,27582254,"Vale Camila Jesus, 1",2024-01-28,2026-01-16
1f0c8cfe-c6f4-4a05-b196-deb5818f0b95,Dr. Isaac Barros,emanuelcunha@example.org,38 8099-8130,Feminino,1966-02-09,903.745.261-25,da Paz,SP,94175750,"Loteamento Dante Pinto, 31",2024-10-19,2026-05-30
481bb261-eff9-44c5-b68e-dfb75b1d63ca,Pedro Lucas Ferreira,zmarques@example.com,+55 35 3702-6758,Masculino,2003-09-11,645.823.079-65,Ribeiro de Araújo,AL,39797434,"Área Pedro Henrique Nogueira, 883",2022-08-27,2026-05-02
3bb3a09d-612a-40dd-860d-ab33795d8fe6,Luiza Pereira,leaothomas@example.net,+55 53 7034-6638,Feminino,1975-03-24,025.714.396-34,da Mota,RO,06787-323,"Pátio Macedo, 53",2025-12-02,2025-12-18
6c564c96-cfba-4351-a2b3-3832d634f055,Maria Liz Dias,pcunha@example.com,+55 61 0747-3230,Masculino,1978-01-12,318.092.756-95,Pimenta,GO,22979-639,"Parque de Cavalcante, 3",2022-10-17,2025-07-19
68139937-37b5-43a0-95a2-0f2bffbf4ef7,Henrique da Cruz,emartins@example.net,69 1883-6675,Masculino,2002-12-01,532.968.417-09,Cavalcanti do Galho,RR,95422646,Lago de Rocha,2025-10-15,2026-04-08
0eff0964-bb65-4a15-9fd4-56bfa8daca1b,Thomas Macedo,vda-rocha@example.com,+55 12 6359-8196,Masculino,1987-07-17,840.273.965-29,Cirino de Lima,MS,01181-565,"Praça Vasconcelos, 4",2024-02-20,2024-09-05
cafc9177-aca7-4e3d-86ef-49e65c223dba,Bryan Ribeiro,anthony-gabrielabreu@example.net,+55 53 6325-3845,Feminino,1993-03-15,689.203.417-96,Albuquerque,PR,67333507,"Esplanada Abreu, 959",2025-12-30,2026-05-07
88284bed-e9d5-45d0-9c8c-14ac1c0a41ff,Maitê Sá,vda-conceicao@example.org,+55 38 6166-5457,Feminino,1971-12-24,248.170.569-67,Melo de Casa Grande,PA,85248353,"Vale Pimenta, 40",2024-01-14,2026-05-12
3482b9b7-152a-4de6-9352-f2e620bb36cf,Dra. Laís Moura,vitor-hugo17@example.org,93 6947-9659,Feminino,1994-12-31,452.691.870-94,Moreira,RR,24210-260,"Viela Caroline Rios, 2",2026-01-05,2026-05-17
9da91e7e-9c16-4fae-bd9b-58613bb148c5,Ana Clara Albuquerque,zferreira@example.org,+55 33 1021-7314,Masculino,1974-05-05,831.274.965-91,Rodrigues do Campo,PA,11241933,"Largo Mendes, 101",2025-04-23,2025-05-08
